Team,Location,Against,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,WinsLosses
DEN,Away,UTA,240,108,42,88,47.7,8,27,29.6,16,20,80,12,38,50,20,7,9,16,25,L
DEN,Home,CLE,240,124,50,89,56.2,15,37,40.5,9,11,81.8,12,31,43,33,7,2,12,25,W
DEN,Home,CHI,240,135,50,96,52.1,20,40,50,15,20,75,13,32,45,34,6,2,7,16,W
DEN,Home,GSW,240,111,42,92,45.7,14,34,41.2,13,16,81.3,9,27,36,30,4,3,8,12,L
DEN,Home,POR,240,116,45,81,55.6,9,22,40.9,17,20,85,4,31,35,21,5,0,12,20,W
DEN,Away,PHX,240,93,34,88,38.6,10,31,32.3,15,22,68.2,13,37,50,25,7,6,17,19,L
DEN,Home,LAC,240,121,50,99,50.5,11,28,39.3,10,13,76.9,15,38,53,29,7,8,9,23,W
DEN,Away,MIA,240,103,41,87,47.1,9,27,33.3,12,17,70.6,15,35,50,32,2,2,16,20,W
DEN,Away,HOU,240,113,44,93,47.3,7,29,24.1,18,21,85.7,14,32,46,26,7,3,14,21,L
DEN,Home,CHA,240,123,47,102,46.1,14,39,35.9,15,20,75,17,29,46,30,10,6,8,19,W
DEN,Away,SAC,240,117,41,89,46.1,14,39,35.9,21,30,70,16,38,54,24,3,3,14,20,W
DEN,Home,NYK,240,115,44,95,46.3,12,34,35.3,15,23,65.2,16,37,53,36,7,6,9,19,W
DAL,Away,OKC,240,102,31,74,41.9,14,38,36.8,26,34,76.5,5,44,49,21,7,3,29,29,L
DAL,Home,OKC,240,105,37,81,45.7,14,39,35.9,17,22,77.3,9,40,49,21,8,3,24,19,W
DAL,Away,NOP,240,112,37,78,47.4,15,32,46.9,23,33,69.7,11,28,39,19,7,6,16,22,L
DAL,Home,NOP,240,122,39,81,48.1,12,35,34.3,32,38,84.2,8,38,46,23,3,13,12,25,W
DAL,Away,POR,265,118,43,103,41.7,12,34,35.3,20,28,71.4,8,41,49,22,1,2,10,20,L
DAL,Away,GSW,240,116,42,92,45.7,14,39,35.9,18,28,64.3,11,35,46,28,9,3,14,14,L
DAL,Away,LAC,240,121,43,92,46.7,10,28,35.7,25,33,75.8,16,29,45,24,8,0,12,30,L
DAL,Away,DEN,240,118,40,86,46.5,15,37,40.5,23,30,76.7,6,27,33,26,8,1,8,17,L
DAL,Home,SAC,240,113,40,96,41.7,9,35,25.7,24,31,77.4,16,37,53,22,6,5,14,18,L
DAL,Away,PHX,240,89,31,78,39.7,5,33,15.2,22,33,66.7,14,39,53,14,7,4,23,19,L
DAL,Home,ATL,240,114,35,75,46.7,12,34,35.3,32,43,74.4,4,32,36,22,13,5,14,16,W
DAL,Home,ORL,240,101,35,82,42.7,10,35,28.6,21,25,84,9,43,52,28,7,4,14,11,W
DAL,Home,HOU,240,107,41,83,49.4,12,30,40,13,16,81.3,14,30,44,21,9,3,17,14,W
DAL,Away,NOP,240,106,39,91,42.9,14,46,30.4,14,21,66.7,11,34,45,26,7,4,18,17,L
DAL,Home,POR,240,111,38,88,43.2,11,30,36.7,24,35,68.6,15,35,50,25,11,4,13,19,W
DAL,Home,LAC,240,114,42,95,44.2,8,23,34.8,22,26,84.6,17,47,64,20,6,5,16,21,W
DAL,Away,LAL,240,103,34,86,39.5,10,39,25.6,25,34,73.5,9,37,46,20,9,4,16,25,L
DAL,Away,HOU,240,128,46,85,54.1,17,34,50,19,24,79.2,10,27,37,27,10,7,15,17,W
DAL,Home,BOS,240,113,42,87,48.3,16,41,39,13,21,61.9,13,30,43,27,12,3,16,16,W
DAL,Home,BKN,240,119,38,78,48.7,11,27,40.7,32,41,78,8,37,45,21,10,3,13,20,W
DAL,Away,MEM,240,88,30,88,34.1,10,32,31.3,18,21,85.7,7,36,43,17,8,4,11,19,L
DAL,Home,GSW,240,112,40,86,46.5,10,34,29.4,22,34,64.7,8,38,46,18,6,5,10,18,W
DAL,Home,UTA,240,118,45,77,58.4,12,28,42.9,16,24,66.7,7,44,51,24,12,6,20,19,W
DAL,Away,CHI,240,103,37,79,46.8,10,33,30.3,19,29,65.5,7,42,49,18,11,7,20,22,W
DAL,Home,OKC,240,111,43,77,55.8,14,29,48.3,11,17,64.7,4,34,38,31,9,5,16,23,W
DAL,Away,UTA,240,102,29,73,39.7,8,24,33.3,36,40,90,12,37,49,14,3,4,25,27,L
DAL,Home,WAS,240,119,39,82,47.6,15,34,44.1,26,27,96.3,10,40,50,25,4,6,18,22,W
DAL,Home,NYK,240,106,40,81,49.4,11,29,37.9,15,24,62.5,11,29,40,22,6,1,19,28,L
DAL,Away,LAL,240,113,43,86,50,13,29,44.8,14,19,73.7,10,30,40,24,5,5,23,24,L
DAL,Away,SAS,265,108,43,91,47.3,10,34,29.4,12,17,70.6,8,41,49,15,9,3,23,21,L
DAL,Home,UTA,240,104,38,91,41.8,9,28,32.1,19,25,76,12,31,43,24,6,3,13,19,L
DAL,Away,TOR,240,107,38,92,41.3,12,30,40,19,24,79.2,10,34,44,22,6,6,15,17,L
DAL,Away,ATL,240,104,38,91,41.8,12,40,30,16,26,61.5,9,43,52,25,7,9,17,27,L
DAL,Home,CHI,240,115,40,93,43,15,47,31.9,20,21,95.2,13,28,41,25,8,2,16,16,W
DAL,Home,MIN,240,140,49,98,50,17,50,34,25,34,73.5,15,27,42,29,8,8,16,28,W
DAL,Away,PHX,240,100,38,88,43.2,10,33,30.3,14,20,70,10,28,38,28,7,5,9,16,L
DAL,Away,SAS,240,94,37,91,40.7,11,37,29.7,9,12,75,7,35,42,27,5,4,7,19,L
DAL,Home,PHX,240,120,41,91,45.1,16,40,40,22,27,81.5,18,46,64,28,6,6,22,24,W
DAL,Away,MEM,265,129,45,98,45.9,12,41,29.3,27,34,79.4,11,40,51,31,4,5,7,23,W
DAL,Home,MEM,240,112,41,96,42.7,17,47,36.2,13,21,61.9,11,31,42,28,4,4,9,13,L
DAL,Home,MIN,240,108,43,94,45.7,7,39,17.9,15,19,78.9,12,37,49,26,2,5,13,20,L
DAL,Home,PHI,240,122,46,97,47.4,12,32,37.5,18,27,66.7,10,44,54,29,5,3,9,22,W
DAL,Away,OKC,240,106,37,87,42.5,16,44,36.4,16,23,69.6,10,42,52,18,3,2,13,19,W
DAL,Away,MIA,240,99,36,92,39.1,16,47,34,11,17,64.7,10,40,50,26,4,2,13,21,L
DAL,Home,SAC,240,121,39,77,50.6,15,45,33.3,28,32,87.5,7,31,38,27,1,6,11,26,L
DAL,Away,GSW,240,126,44,83,53,21,49,42.9,17,22,77.3,8,41,49,33,7,2,10,22,W
DAL,Away,SAC,240,100,36,92,39.1,12,40,30,16,23,69.6,9,34,43,23,5,6,8,22,L
DAL,Away,POR,240,118,43,87,49.4,10,30,33.3,22,25,88,6,29,35,20,8,6,14,22,L
DAL,Home,NOP,265,125,46,105,43.8,9,35,25.7,24,29,82.8,14,36,50,27,9,6,16,26,L
DAL,Home,CLE,240,121,46,89,51.7,16,34,47.1,13,16,81.3,9,31,40,32,3,5,5,22,W
DAL,Away,DEN,240,99,37,87,42.5,12,37,32.4,13,17,76.5,9,31,40,22,8,1,9,17,L
DAL,Home,SAS,240,105,38,82,46.3,14,39,35.9,15,26,57.7,9,29,38,22,1,2,14,16,L
DAL,Home,HOU,240,93,31,75,41.3,9,32,28.1,22,27,81.5,10,41,51,24,6,9,17,20,L
DAL,Away,ORL,240,106,42,89,47.2,10,34,29.4,12,16,75,10,32,42,22,6,3,14,15,L
DAL,Away,WAS,240,123,45,93,48.4,15,41,36.6,18,28,64.3,14,25,39,27,7,2,7,19,L
DAL,Away,BKN,240,88,31,87,35.6,12,45,26.7,14,22,63.6,5,31,36,20,4,3,14,19,L
DAL,Home,MEM,240,81,26,85,30.6,7,40,17.5,22,33,66.7,13,30,43,17,9,5,10,23,L
DAL,Home,IND,240,110,40,81,49.4,16,37,43.2,14,23,60.9,10,32,42,27,11,1,17,22,W
DAL,Away,LAC,240,112,37,76,48.7,14,36,38.9,24,27,88.9,7,38,45,28,3,9,17,20,L
DAL,Away,UTA,240,109,41,97,42.3,13,36,36.1,14,18,77.8,8,34,42,25,2,3,3,28,L
DAL,Home,DEN,240,104,34,84,40.5,10,41,24.4,26,33,78.8,7,35,42,19,7,2,15,21,L
DAL,Home,MIA,240,101,34,88,38.6,15,52,28.8,18,22,81.8,10,28,38,24,10,0,12,17,L
DAL,Away,HOU,240,104,35,73,47.9,13,36,36.1,21,27,77.8,3,30,33,21,5,1,18,17,L
DAL,Home,POR,240,102,36,87,41.4,12,37,32.4,18,23,78.3,11,28,39,20,6,3,16,20,W
DAL,Home,MIL,240,107,36,87,41.4,22,53,41.5,13,20,65,9,28,37,23,6,5,14,15,L
DAL,Home,CHA,240,99,38,94,40.4,11,36,30.6,12,17,70.6,15,42,57,25,8,5,13,12,W
DAL,Away,CLE,240,111,40,84,47.6,16,39,41,15,19,78.9,9,41,50,20,2,4,13,26,W
DAL,Away,DET,240,89,36,88,40.9,7,25,28,10,14,71.4,11,33,44,18,2,5,12,21,L
DAL,Away,NYK,240,114,45,84,53.6,15,38,39.5,9,11,81.8,7,42,49,31,4,1,19,19,W
DAL,Home,TOR,240,120,43,88,48.9,11,36,30.6,23,34,67.6,7,36,43,25,5,2,11,29,L
DAL,Home,DET,240,106,37,81,45.7,14,36,38.9,18,30,60,9,34,43,24,8,6,10,25,W
DAL,Home,LAC,240,106,38,81,46.9,10,34,29.4,20,29,69,9,39,48,21,5,6,13,25,W
DAL,Away,MIL,240,106,41,99,41.4,14,40,35,10,17,58.8,11,37,48,24,7,11,11,19,L
DAL,Away,IND,240,99,37,88,42,9,37,24.3,16,20,80,14,30,44,21,5,4,13,18,L
DAL,Home,SAS,240,101,37,86,43,15,42,35.7,12,16,75,13,29,42,22,6,3,14,14,L
DAL,Home,GSW,240,114,38,91,41.8,16,38,42.1,22,29,75.9,18,33,51,21,5,4,12,14,L
DAL,Away,MIN,240,119,44,97,45.4,13,38,34.2,18,24,75,11,32,43,25,7,7,7,16,W
DAL,Home,PHX,240,104,30,70,42.9,12,34,35.3,32,45,71.1,8,34,42,21,7,5,20,17,W
DAL,Home,LAL,240,97,36,86,41.9,8,30,26.7,17,24,70.8,14,38,52,12,10,7,19,20,L
DAL,Away,PHI,240,100,38,88,43.2,9,31,29,15,23,65.2,9,40,49,27,4,3,15,23,L
DAL,Away,BOS,240,93,34,88,38.6,11,44,25,14,19,73.7,11,38,49,16,9,2,14,13,L
DAL,Away,CHA,240,122,44,95,46.3,18,45,40,16,18,88.9,12,45,57,31,9,4,12,14,W
CLE,Away,ATL,240,108,40,85,47.1,5,23,21.7,23,29,79.3,10,34,44,27,9,2,12,23,L
CLE,Away,MIA,240,94,31,81,38.3,13,37,35.1,19,22,86.4,9,33,42,21,6,2,15,15,L
CLE,Away,MEM,240,87,33,93,35.5,9,29,31,12,15,80,19,34,53,19,9,1,17,21,L
CLE,Home,CHI,240,92,38,84,45.2,7,23,30.4,9,14,64.3,7,24,31,11,5,2,12,20,L
CLE,Away,TOR,240,110,39,82,47.6,9,24,37.5,23,30,76.7,11,29,40,20,5,5,11,23,L
CLE,Away,CHA,240,99,41,85,48.2,10,23,43.5,7,12,58.3,4,31,35,24,8,6,9,18,L
CLE,Away,IND,240,92,38,91,41.8,6,31,19.4,10,13,76.9,12,39,51,19,7,5,12,16,W
CLE,Home,PHI,240,105,41,88,46.6,12,30,40,11,17,64.7,6,27,33,28,8,0,12,20,L
CLE,Home,MIL,240,102,35,87,40.2,13,36,36.1,19,21,90.5,13,37,50,24,7,2,16,24,L
CLE,Home,NYK,240,113,43,91,47.3,10,34,29.4,17,21,81,12,39,51,19,7,4,13,18,W
CLE,Away,MIL,240,92,36,96,37.5,10,30,33.3,10,15,66.7,8,38,46,24,5,2,9,15,L
CLE,Home,WAS,240,116,47,89,52.8,15,31,48.4,7,10,70,12,37,49,26,5,5,9,20,W
CLE,Home,SAC,240,110,43,81,53.1,10,26,38.5,14,19,73.7,7,28,35,20,4,0,18,17,L
CLE,Home,GSW,240,105,39,89,43.8,11,32,34.4,16,23,69.6,12,29,41,17,7,2,10,19,L
CLE,Away,BKN,240,99,38,88,43.2,4,15,26.7,19,20,95,14,41,55,15,5,4,10,17,W
CLE,Home,TOR,240,95,34,88,38.6,5,22,22.7,22,25,88,11,33,44,14,6,0,12,23,L
CLE,Away,BOS,240,95,30,77,39,7,22,31.8,28,35,80,9,27,36,18,5,1,13,21,L
CLE,Away,OKC,240,83,35,89,39.3,9,23,39.1,4,9,44.4,7,36,43,20,4,1,14,19,L
CLE,Home,MIN,240,95,36,86,41.9,10,31,32.3,13,14,92.9,9,31,40,24,4,3,17,18,L
CLE,Home,HOU,240,117,44,90,48.9,7,22,31.8,22,29,75.9,20,29,49,15,11,2,14,24,W
CLE,Away,PHI,240,121,49,93,52.7,11,22,50,12,16,75,14,28,42,16,7,1,9,25,W
CLE,Home,LAL,240,105,39,102,38.2,13,34,38.2,14,15,93.3,15,31,46,18,3,2,3,22,L
CLE,Away,DET,240,102,35,79,44.3,8,21,38.1,24,34,70.6,11,25,36,16,8,3,10,22,L
CLE,Away,WAS,240,95,35,77,45.5,4,21,19,21,31,67.7,9,33,42,22,12,6,24,24,L
CLE,Home,CHA,240,113,45,85,52.9,13,24,54.2,10,12,83.3,14,46,60,23,5,3,20,20,W
CLE,Away,CHI,240,98,39,91,42.9,8,21,38.1,12,18,66.7,15,38,53,15,5,6,12,17,L
CLE,Home,OKC,240,86,33,89,37.1,9,31,29,11,13,84.6,12,39,51,17,3,4,20,26,L
CLE,Away,ORL,240,100,41,80,51.3,10,23,43.5,8,12,66.7,8,34,42,20,8,2,18,17,L
CLE,Away,CHA,240,94,35,81,43.2,10,26,38.5,14,15,93.3,3,23,26,22,10,2,15,20,L
CLE,Home,DEN,240,91,34,83,41,5,18,27.8,18,19,94.7,13,22,35,18,11,4,14,22,L
CLE,Home,ATL,240,136,45,90,50,13,25,52,33,43,76.7,13,35,48,23,13,1,13,20,W
CLE,Home,IND,240,107,40,86,46.5,7,25,28,20,22,90.9,16,23,39,21,9,2,18,20,L
CLE,Away,DET,240,103,41,89,46.1,8,24,33.3,13,15,86.7,7,23,30,18,11,1,9,25,L
CLE,Home,BKN,240,86,34,89,38.2,3,18,16.7,15,16,93.8,16,37,53,18,5,2,15,19,L
CLE,Home,ATL,240,111,46,99,46.5,10,27,37,9,14,64.3,15,34,49,23,5,2,18,25,L
CLE,Away,MIN,240,123,45,93,48.4,8,23,34.8,25,29,86.2,13,30,43,26,5,2,14,24,L
CLE,Away,TOR,240,104,34,85,40,7,19,36.8,29,39,74.4,14,35,49,17,4,0,16,25,L
CLE,Home,CHA,240,97,40,89,44.9,11,30,36.7,6,8,75,14,27,41,24,3,2,14,18,L
CLE,Home,SAS,240,90,31,79,39.2,8,29,27.6,20,27,74.1,10,25,35,16,14,1,18,16,L
CLE,Away,GSW,240,114,43,97,44.3,7,30,23.3,21,23,91.3,12,36,48,21,9,1,7,11,L
CLE,Away,SAC,240,104,44,81,54.3,11,25,44,5,9,55.6,10,40,50,20,3,1,22,13,L
CLE,Away,PHX,240,113,45,99,45.5,8,22,36.4,15,22,68.2,18,30,48,17,5,3,9,24,L
CLE,Away,LAC,240,108,41,92,44.6,3,23,13,23,28,82.1,14,22,36,18,11,0,13,16,L
CLE,Away,SAS,240,110,45,92,48.9,12,29,41.4,8,10,80,14,35,49,18,6,1,14,20,L
CLE,Home,BOS,240,106,39,80,48.8,9,28,32.1,19,25,76,3,33,36,24,4,1,15,21,L
CLE,Away,MIL,240,105,41,96,42.7,11,41,26.8,12,17,70.6,12,33,45,23,6,1,12,21,L
CLE,Home,LAC,240,108,43,90,47.8,12,31,38.7,10,13,76.9,8,33,41,14,7,2,13,22,L
CLE,Home,MIL,240,107,39,93,41.9,11,39,28.2,18,24,75,13,41,54,18,4,6,12,17,W
CLE,Home,DET,240,126,46,79,58.2,11,22,50,23,27,85.2,5,31,36,22,6,3,8,16,W
CLE,Away,DAL,240,116,40,86,46.5,15,38,39.5,21,22,95.5,6,27,33,20,1,0,6,20,L
CLE,Away,ORL,240,91,35,86,40.7,7,31,22.6,14,15,93.3,8,35,43,13,4,4,16,18,L
CLE,Away,PHI,240,99,40,101,39.6,13,38,34.2,6,8,75,9,28,37,14,8,2,8,17,L
CLE,Home,TOR,240,126,44,94,46.8,18,41,43.9,20,21,95.2,11,40,51,27,8,1,15,19,W
CLE,Away,MIA,240,110,39,81,48.1,19,43,44.2,13,16,81.3,6,22,28,28,6,1,15,25,L
CLE,Away,BKN,240,107,35,87,40.2,16,38,42.1,21,29,72.4,11,36,47,23,7,3,18,22,L
CLE,Home,ORL,240,107,36,83,43.4,14,43,32.6,21,23,91.3,9,35,44,20,7,2,13,15,W
CLE,Home,DET,240,93,27,79,34.2,13,34,38.2,26,32,81.3,9,24,33,15,7,1,12,19,L
CLE,Away,NYK,240,125,41,80,51.3,14,34,41.2,29,36,80.6,8,32,40,24,5,3,13,20,W
CLE,Home,POR,240,110,37,89,41.6,13,34,38.2,23,26,88.5,13,27,40,22,4,1,8,20,L
CLE,Home,MEM,240,112,39,88,44.3,16,42,38.1,18,23,78.3,14,38,52,25,6,3,19,26,W
CLE,Home,PHX,240,111,42,85,49.4,13,36,36.1,14,20,70,10,41,51,34,11,4,18,23,W
CLE,Home,BKN,315,139,54,120,45,18,42,42.9,13,18,72.2,18,39,57,35,7,4,15,37,L
CLE,Home,NYK,240,107,38,95,40,14,44,31.8,17,19,89.5,17,39,56,20,6,2,18,16,W
CLE,Away,IND,240,90,35,79,44.3,16,36,44.4,4,9,44.4,5,25,30,23,3,2,13,13,L
CLE,Away,WAS,240,106,36,96,37.5,12,38,31.6,22,25,88,17,35,52,21,6,3,14,16,L
CLE,Home,BOS,240,96,40,96,41.7,9,33,27.3,7,8,87.5,15,32,47,21,6,0,14,17,L
CLE,Home,DAL,240,98,34,85,40,4,23,17.4,26,33,78.8,11,33,44,20,7,2,6,22,L
CLE,Home,WAS,240,116,45,84,53.6,15,34,44.1,11,24,45.8,7,41,48,30,3,2,16,21,W
CLE,Away,CHI,240,104,39,92,42.4,13,34,38.2,13,15,86.7,12,40,52,26,5,3,8,13,W
CLE,Home,MIA,240,94,37,85,43.5,10,30,33.3,10,13,76.9,9,33,42,23,8,2,13,21,L
CLE,Away,BOS,240,103,38,87,43.7,13,30,43.3,14,20,70,15,29,44,20,4,4,21,18,L
CLE,Home,CHI,240,88,31,87,35.6,6,27,22.2,20,29,69,11,27,38,16,8,4,14,18,L
CLE,Away,DEN,240,102,35,72,48.6,10,29,34.5,22,26,84.6,5,23,28,20,5,1,14,15,L
CLE,Away,UTA,240,99,36,87,41.4,7,24,29.2,20,26,76.9,6,31,37,16,9,3,15,19,L
CLE,Away,POR,240,112,45,95,47.4,6,19,31.6,16,19,84.2,12,29,41,17,0,5,3,18,L
CLE,Away,LAL,240,101,38,89,42.7,8,21,38.1,17,23,73.9,10,42,52,18,5,2,13,21,W
CLE,Away,HOU,240,113,40,89,44.9,9,33,27.3,24,26,92.3,6,33,39,24,12,4,13,24,L
CLE,Away,NOP,240,124,42,88,47.7,14,30,46.7,26,30,86.7,9,22,31,27,7,3,13,30,L
CLE,Home,IND,240,115,41,76,53.9,13,29,44.8,20,23,87,8,27,35,24,4,3,16,20,L
CLE,Home,NOP,240,98,36,88,40.9,12,33,36.4,14,18,77.8,10,24,34,22,12,3,20,23,L
CLE,Home,UTA,240,91,32,82,39,11,21,52.4,16,17,94.1,7,32,39,14,6,1,13,21,L
CLE,Home,MIA,240,92,34,75,45.3,13,31,41.9,11,13,84.6,2,20,22,23,8,3,13,16,L
CHI,Away,TOR,240,89,33,80,41.3,7,20,35,16,18,88.9,7,37,44,16,7,2,18,16,L
CHI,Away,WAS,240,101,37,79,46.8,8,22,36.4,19,25,76,7,39,46,20,9,6,10,18,W
CHI,Home,MIN,240,94,39,95,41.1,6,23,26.1,10,16,62.5,12,33,45,22,6,5,10,21,L
CHI,Away,CLE,240,112,43,78,55.1,11,22,50,15,17,88.2,7,36,43,26,7,3,15,19,W
CHI,Home,ORL,240,90,33,75,44,5,17,29.4,19,26,73.1,9,41,50,23,5,6,10,21,W
CHI,Home,BKN,240,93,40,91,44,6,19,31.6,7,10,70,9,30,39,21,7,5,9,22,L
CHI,Away,OKC,240,96,38,85,44.7,8,22,36.4,12,16,75,13,28,41,20,10,7,25,31,L
CHI,Away,SAS,240,98,37,86,43,6,29,20.7,18,21,85.7,8,32,40,16,12,8,9,20,W
CHI,Away,ORL,240,91,34,71,47.9,10,18,55.6,13,20,65,1,32,33,18,10,4,18,23,L
CHI,Home,SAC,240,89,34,76,44.7,8,28,28.6,13,13,100,7,33,40,16,10,3,27,17,L
CHI,Home,BOS,240,77,31,81,38.3,6,24,25,9,14,64.3,8,29,37,16,3,2,17,17,L
CHI,Home,OKC,240,114,43,82,52.4,12,25,48,16,23,69.6,5,34,39,25,15,6,21,26,W
CHI,Away,IND,240,90,37,94,39.4,11,31,35.5,5,5,100,12,32,44,26,8,2,19,23,L
CHI,Away,HOU,240,105,39,88,44.3,8,32,25,19,24,79.2,7,34,41,15,11,6,14,22,L
CHI,Away,DET,240,88,37,86,43,3,21,14.3,11,14,78.6,7,33,40,25,5,7,15,20,L
CHI,Away,MIL,240,113,40,89,44.9,11,37,29.7,22,29,75.9,9,36,45,28,9,3,11,23,L
CHI,Home,SAS,240,107,42,90,46.7,14,33,42.4,9,11,81.8,5,38,43,23,6,5,12,12,L
CHI,Away,MIN,240,96,32,81,39.5,10,33,30.3,22,31,71,6,34,40,22,7,4,15,19,L
CHI,Home,MIA,240,96,35,94,37.2,7,28,25,19,20,95,11,40,51,23,8,6,17,23,L
CHI,Home,PHX,240,124,46,81,56.8,11,25,44,21,24,87.5,4,35,39,28,8,2,17,19,W
CHI,Home,TOR,240,83,30,86,34.9,8,27,29.6,15,21,71.4,7,27,34,21,13,3,22,19,L
CHI,Away,MIL,240,104,41,94,43.6,13,33,39.4,9,13,69.2,4,32,36,22,8,3,12,15,L
CHI,Away,BOS,240,82,33,84,39.3,7,23,30.4,9,9,100,7,40,47,16,8,3,22,16,L
CHI,Home,DAL,240,98,35,89,39.3,8,33,24.2,20,22,90.9,8,37,45,16,11,3,17,26,L
CHI,Home,CLE,240,99,39,82,47.6,7,18,38.9,14,21,66.7,5,33,38,20,7,5,11,19,W
CHI,Away,NOP,240,98,38,96,39.6,9,31,29,13,17,76.5,7,39,46,18,9,7,12,16,L
CHI,Away,NYK,290,116,43,95,45.3,8,30,26.7,22,30,73.3,11,37,48,15,9,9,19,22,W
CHI,Home,HOU,240,88,28,71,39.4,6,23,26.1,26,27,96.3,4,33,37,15,13,4,19,18,L
CHI,Home,IND,240,105,42,89,47.2,13,31,41.9,8,9,88.9,11,32,43,33,2,7,14,20,L
CHI,Home,DEN,265,107,39,92,42.4,16,34,47.1,13,18,72.2,10,33,43,27,7,6,14,23,L
CHI,Home,GSW,240,124,46,94,48.9,11,35,31.4,21,34,61.8,12,32,44,25,6,3,9,19,L
CHI,Away,ATL,240,97,36,83,43.4,12,33,36.4,13,16,81.3,8,44,52,25,14,6,23,21,W
CHI,Away,CHA,240,106,37,85,43.5,16,36,44.4,16,22,72.7,8,26,34,21,5,7,14,16,L
CHI,Home,CHA,240,112,37,77,48.1,10,29,34.5,28,35,80,9,36,45,21,4,5,14,24,W
CHI,Away,DAL,240,109,41,80,51.3,13,23,56.5,14,21,66.7,7,27,34,18,6,4,19,29,L
CHI,Home,DET,240,116,44,87,50.6,7,21,33.3,21,26,80.8,5,36,41,26,4,3,11,20,L
CHI,Away,PHI,240,108,44,101,43.6,11,33,33.3,9,12,75,5,34,39,28,4,6,12,23,L
CHI,Away,PHI,240,109,45,95,47.4,9,24,37.5,10,15,66.7,9,30,39,21,4,3,8,13,L
CHI,Home,NYK,240,86,30,83,36.1,7,22,31.8,19,29,65.5,6,44,50,14,7,4,7,18,L
CHI,Home,PHI,240,96,38,89,42.7,8,25,32,12,15,80,7,31,38,22,4,3,8,22,L
CHI,Away,WAS,240,115,48,90,53.3,5,19,26.3,14,17,82.4,9,40,49,22,7,5,20,23,W
CHI,Away,NYK,240,105,42,94,44.7,4,17,23.5,17,23,73.9,12,32,44,20,9,2,7,18,L
CHI,Home,TOR,240,101,41,97,42.3,9,30,30,10,16,62.5,17,36,53,21,7,6,13,15,L
CHI,Home,POR,240,98,39,91,42.9,5,23,21.7,15,19,78.9,16,28,44,22,4,0,10,19,L
CHI,Away,TOR,240,103,39,86,45.3,8,23,34.8,17,20,85,7,38,45,20,12,2,18,16,L
CHI,Home,UTA,240,83,33,92,35.9,2,16,12.5,15,20,75,11,34,45,16,6,3,12,16,L
CHI,Home,WAS,265,126,50,106,47.2,12,23,52.2,14,17,82.4,15,33,48,29,10,2,14,16,W
CHI,Away,PHX,240,116,46,89,51.7,4,16,25,20,24,83.3,11,38,49,21,9,4,13,22,W
CHI,Away,SAC,240,102,39,88,44.3,10,26,38.5,14,21,66.7,10,29,39,20,6,6,20,16,L
CHI,Away,LAC,240,121,42,80,52.5,11,21,52.4,26,33,78.8,8,36,44,24,3,6,17,26,L
CHI,Home,LAL,240,107,42,91,46.2,11,27,40.7,12,12,100,11,33,44,23,6,0,16,22,L
CHI,Away,DET,240,108,41,82,50,9,18,50,17,26,65.4,6,31,37,18,4,5,10,18,L
CHI,Home,DET,240,104,42,82,51.2,5,17,29.4,15,23,65.2,8,27,35,20,9,4,16,18,L
CHI,Home,PHI,240,108,41,93,44.1,6,23,26.1,20,27,74.1,16,31,47,21,7,3,13,17,W
CHI,Away,IND,240,96,36,93,38.7,4,25,16,20,24,83.3,15,34,49,16,7,7,10,20,L
CHI,Home,ATL,240,118,47,92,51.1,8,27,29.6,16,21,76.2,9,33,42,25,6,5,14,20,L
CHI,Away,ATL,340,168,56,119,47.1,21,48,43.8,35,48,72.9,11,51,62,30,10,5,17,30,W
CHI,Away,MEM,240,109,39,82,47.6,8,24,33.3,23,25,92,7,35,42,20,12,9,15,20,W
CHI,Home,MIL,240,106,41,92,44.6,9,26,34.6,15,22,68.2,6,35,41,31,3,3,7,18,L
CHI,Home,BOS,240,126,47,88,53.4,12,30,40,20,21,95.2,11,38,49,26,4,2,13,22,W
CHI,Away,ORL,240,110,40,90,44.4,12,29,41.4,18,19,94.7,6,33,39,18,8,4,8,19,W
CHI,Home,MEM,240,122,45,80,56.3,8,20,40,24,29,82.8,9,37,46,28,2,3,14,19,W
CHI,Home,MIL,240,99,37,96,38.5,9,28,32.1,16,18,88.9,9,36,45,24,8,2,14,22,L
CHI,Home,WAS,240,125,49,97,50.5,6,23,26.1,21,28,75,14,31,45,28,7,5,11,15,L
CHI,Away,BKN,240,125,46,85,54.1,14,28,50,19,24,79.2,8,42,50,27,5,5,18,21,W
CHI,Home,NOP,240,120,45,91,49.5,16,36,44.4,14,19,73.7,9,27,36,27,8,6,8,23,L
CHI,Away,CHA,240,118,42,81,51.9,9,24,37.5,25,25,100,8,31,39,20,4,2,10,20,L
CHI,Away,MIA,240,105,40,78,51.3,8,19,42.1,17,21,81,5,35,40,26,6,3,13,20,W
CHI,Away,BKN,240,117,47,94,50,9,28,32.1,14,19,73.7,5,45,50,17,6,8,18,29,L
CHI,Home,CLE,240,101,39,88,44.3,9,26,34.6,14,17,82.4,8,39,47,22,5,8,10,17,L
CHI,Home,LAC,240,101,40,102,39.2,10,35,28.6,11,12,91.7,12,37,49,20,11,5,11,23,L
CHI,Home,ATL,240,101,35,79,44.3,8,26,30.8,23,27,85.2,7,30,37,20,7,6,15,21,L
